ztf_object_id,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls
ZTF21aallfyn,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,None
ZTF21aalnhby,SN Ia,None,None,SN Ia,None,SN Ib,SN Ia,SN Ia,SN Ia,None
ZTF21aalnxkt,None,SN Ia,None,None,None,None,None,None,None,SN II
ZTF21aalnyny,None,None,None,None,None,SN Ia,None,None,SN Ic,SN Ia
ZTF21aaloalc,None,None,None,None,SN Ia,SN Ia,SN IIP,None,None,None
ZTF21aalogmp,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21aalpwpr,None,None,None,SN Ia,None,SN Ia-pec,SN Ia,None,SN II,None
ZTF21aalrpib,None,None,None,SN Ia,None,None,None,SN Ia,None,None
ZTF21aalswkm,None,None,None,SN IIn,None,None,SN II,SN Ia,None,None
ZTF21aaltmvu,SN Ia,None,SLSN-II,SN Ia,None,SN Ia,None,None,None,None
ZTF21aaltrfc,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21aaluiam,None,None,None,SN Ia,SN Ia,None,None,None,None,SN Ia
ZTF21aaluoym,None,None,SN Ia,None,SN Ia,None,None,SN Ia,None,SN Ib
ZTF21aaluqlg,None,None,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia
ZTF21aalvblm,None,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia
ZTF21aalveuf,None,SN II,None,SN Ia-91T-like,SN Ia,None,None,SN Ia,SN Ia,None
ZTF21aalwfhe,SN Ia,SN Ia,None,TDE,None,SN Ia,None,None,None,None
ZTF21aalwpxz,None,None,SN Iax[02cx-like],SLSN-I,SN Ia,None,None,SN Ia,None,SLSN-I
ZTF21aalxlpg,SN Ia,None,None,None,SN II,None,SN Ia,None,SN Ia,SN Ia
ZTF21aalxpnl,SN II,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF21aalxupy,None,None,None,None,SN Ib,None,SN Ia,SN Ia,None,SN Ic-BL
ZTF21aalxurs,None,None,None,SN II,None,None,SN Ia,None,SN Ib,None
ZTF21aalxurx,None,None,None,None,None,None,None,None,None,None
ZTF21aalxwdg,None,None,None,None,None,None,None,SN Ia,SN Ia,None
ZTF21aalxwxg,SN Ia,SN Ia,None,None,None,SN Ia,SN Ia,None,SN II,None
ZTF21aalxxbf,None,SN Ia-91T-like,None,SN Ia,None,SN II,SN Ia,None,None,None
ZTF21aalxxsn,None,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21aalydkl,None,None,None,SN Ia,SN Ia,None,SN Ia,None,None,None
ZTF21aalyhal,SN Ia,None,SN II,SN IIn,None,None,None,None,None,None
ZTF21aalyubu,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aalyutg,None,None,None,None,None,None,None,None,None,None
ZTF21aalyvyw,None,None,None,SN Ia,None,AGN,SN Ia,None,None,None
ZTF21aalyzjl,None,None,None,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia
ZTF21aalzolf,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21aalzqav,None,None,SN I,None,SN Ia,None,None,SN Ia,None,None
ZTF21aamayom,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aambclf,SN Ia,None,SN Ia,None,None,None,None,SN Ia,SN Ic-BL,None
ZTF21aamdgpj,None,None,SN II,SN Ia,SN Ia,None,None,None,None,None
ZTF21aamekbj,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF21aamesud,None,None,None,None,None,None,None,SN I,None,None
ZTF21aamfbda,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aamfcji,SN Ia,None,SN Ia,None,None,None,None,None,None,None
ZTF21aamfdqf,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF21aamfsza,None,None,None,SN Ia,None,None,None,None,None,SN Ia
ZTF21aamgcrv,SN Ia,SN Ia,SN Ia,None,SN Ia,SN IIP,SN Ia,None,SN Ia,None
ZTF21aamgdfl,SN Ia-pec,SN IIb,None,None,None,None,None,None,SN Ia,SN Ia
ZTF21aamgdlb,None,SN Ia,None,None,None,SN Ia,SN Ia,SN Ia,None,SN Ia
ZTF21aamgrtx,SN Ia,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia,None,SN Ia
ZTF21aamgrxm,SN Ia,None,None,SN Ia,None,SN Ia,None,None,None,SN Ia
ZTF21aamgvsy,None,None,SN Ia,SN Ib,SN Ia,None,None,None,None,None
ZTF21aamiukc,SN Ia,SN II,None,SN Ia,None,SN Ia,None,SLSN-II,SN II,None
ZTF21aamjgfp,SN Ia,None,SN Ia,None,None,SN Ia,None,None,None,None
ZTF21aamjsrb,None,None,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,None
ZTF21aamkxbl,SN Ia,None,None,SN Ia,None,None,None,None,None,None
ZTF21aamokak,SN Ia-91T-like,SN Ia,SN Ia,None,SN Ia,SN Ia,None,None,SN Ic,SN Ia
ZTF21aamseve,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aamttit,None,SN IIb,SN Ia,SN Ia,None,None,None,None,SN Ia,SN Ia
ZTF21aamucom,SN II,SN II,SN IIP,SN Ia,None,SN Ia,None,SN II,None,SN Ia
ZTF21aamvfou,SN Ia,SN II,None,None,None,None,SN Ia,None,None,None
ZTF21aamvfpd,None,None,None,SN Ia,None,SN Ia,SN Ia,None,None,None
ZTF21aamwqim,None,SN Ia,None,None,SN II,SN Ia-91bg-like,None,SN Ia,None,None
ZTF21aamwzfi,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aamxbem,None,None,None,None,None,None,None,SLSN-II,None,None
ZTF21aamxdns,SN II,None,SN IIn,None,None,None,SN Ia,None,SN Ia,None
ZTF21aamxdxt,SLSN-II,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF21aamxsiw,None,SN Ia,None,None,None,None,None,None,SN II,None
ZTF21aamzuxi,None,None,SN IIn,None,None,SN Ia-91T-like,None,None,None,None
ZTF21aanefkx,SN II,None,None,None,None,SN II,None,None,None,SN Ia
ZTF21aanexqd,SN II,None,None,None,None,SN Ia,SN Ia,None,None,None
ZTF21aanfqch,None,None,SN II,None,SN Ia,None,None,None,None,None
ZTF21aanfuuk,None,None,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21aanhvpo,SN Ic,None,None,SN Ia,None,SN IIb,None,None,None,None
ZTF21aanjvng,SN IIb,None,SN II,None,None,None,None,SN IIn,None,None
ZTF21aankmzt,SN Ia-91T-like,SN Ia,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21aannoix,None,None,None,SN Ia,SN II,None,SN IIP,SN IIn,None,None
ZTF21aanrhag,None,None,None,None,None,None,SN II,None,SN Ia,None
ZTF21aanrvcq,None,SN Ia,None,SN IIn,SN Ia,None,None,None,None,SN II
ZTF21aantlex,None,SN Ia,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21aantose,None,SN Ia,None,SN Ic-BL,None,None,SN Ib,None,None,None
ZTF21aantrqd,SN II,None,None,None,SN Ia,None,None,None,None,None
ZTF21aantrvf,None,SN Ia,None,SN Ia,None,SN Ia,None,SN II,SN Ia,SN II
ZTF21aantrxy,SN Ia,None,None,None,None,None,None,None,SN Ia,None
ZTF21aantsla,None,SN Ia,None,SN Ia,SN Ia,None,None,SN Ia,None,None
ZTF21aantvqu,None,SN Ia,None,SLSN-II,None,None,SN Ic,None,None,None
ZTF21aantxma,SN Ia,None,None,SN II,None,None,None,None,None,None
ZTF21aanuafi,SN Ia,SN Ia,None,None,None,None,None,None,None,None
ZTF21aanudpg,None,None,None,None,SN Ib,None,None,None,None,None
ZTF21aanwfjk,None,None,None,SN Ia,None,None,None,None,SN Ia-91T-like,SN Ia
ZTF21aanyfqu,None,None,SN Ia,None,None,SN Ia,None,None,None,SN Ia-91T-like
ZTF21aanyfxr,None,None,SN Ia,SN IIn,SN Ia,None,None,SN Ia,None,SN Ia
ZTF21aanynjl,None,None,SN Ia,None,None,None,SN Ia,None,None,None
ZTF21aanyvmk,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None,SN Ia
ZTF21aanyvnn,SN II,SN Ia,None,None,None,None,None,None,None,None
ZTF21aanywbt,None,None,None,None,None,None,None,None,None,None
ZTF21aanyyde,None,None,SN Ia,None,None,SN IIn,None,SN Ia,None,None
ZTF21aanzcuj,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aanzmoi,None,SN Ia,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21aaoaxdt,None,None,None,None,None,None,None,None,None,None
ZTF21aaoaycl,None,SN Ia,None,None,SN Ia,None,SN Ia,None,None,SLSN-II
ZTF21aaobfjm,SN Ia,None,None,None,SN Ia,None,SLSN-II,SN Ia,None,None
ZTF21aaoblpm,None,None,None,None,None,None,None,SN IIn,None,None
ZTF21aaocgku,None,None,SN Ia,SN Ia,None,None,None,SN II,None,None
ZTF21aaocibg,SN Ia,None,None,None,SN Ia,None,SN Ia,SN Ia,None,SN IIn
ZTF21aaocmwn,SN Ia,SN Ia,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21aaocrtt,None,None,None,SN Ia,None,SN Ib,None,SN Ia,None,None
ZTF21aaodljj,None,None,None,SN Ia,SN Ia,None,None,SN II,SN Ia,SN II
ZTF21aaoekcj,None,SN Ia-91bg-like,None,None,SN Ia,None,None,SN IIb,SN Ia,None
ZTF21aaoepgz,None,SN Ia,SN Ia,None,None,None,None,None,SN Ia,SN Ia
ZTF21aaoepmh,None,None,None,None,SN Ia,SN Ia,None,None,SN Ia,None
ZTF21aaoeqzs,None,SN Ib-pec,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,None
ZTF21aaoetof,None,SN Ia,None,None,None,None,None,SN Ia,None,None
ZTF21aaoetqh,SN Ia,None,None,None,SN Ia,None,None,None,None,None
ZTF21aaoeucu,SN Ia,None,None,None,SN Ia,None,None,None,Other,None
ZTF21aaoevvx,None,SN Ia,None,None,None,None,SN Ia,SN IIn,None,SN Ia
ZTF21aaoexgy,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aaoexjt,None,SN Ia,None,SN Ia,None,SN Ia,None,SN II,SN Ia,None
ZTF21aaofqgx,SN Ia,None,SN II,None,None,SN Ia,None,None,None,None
ZTF21aaoggqn,None,None,None,None,SN Ia,SN Ia,SN Ia,None,SLSN-II,None
ZTF21aaoghvr,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aaoghxv,None,None,SN II,None,None,SN Ia,None,None,None,None
ZTF21aaogifa,None,None,SN Ia,SN Ia,None,None,SN Ia,None,None,SN IIn
ZTF21aaogiic,None,None,None,None,None,None,SN Ia,SN Ia,None,SN Ia
ZTF21aaogkmw,None,None,SN Ia,SN Ia,SN Ic-BL,None,None,None,SN Ia,SN Ia
ZTF21aaogksz,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21aaoglbq,None,SN Ia,SN Ia,SN Ia,None,None,None,None,SN Ia,None
ZTF21aaogmvs,None,SN Ia,SN Ia,None,None,SN Ia,None,SLSN-II,None,SN Ia
ZTF21aaokafk,None,None,SN Ia,SN Ib,None,None,None,None,None,None
ZTF21aaokapk,None,None,SN Ia,SN Ia,None,SN IIn,None,None,None,None
ZTF21aaokbmw,SLSN-II,None,SN Ia,None,None,None,SN Ia,None,None,None
ZTF21aaokuyo,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21aaokvic,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aaokvio,SN Ia,None,None,SN Ia,SN Ia,SN Ia,None,None,SN II,SN Ia
ZTF21aaokzbt,None,None,None,SN IIP,None,None,None,None,None,SN IIn
ZTF21aaolwkj,None,None,None,None,None,SN I,SN Ia,None,SN Ia,SN Ia
ZTF21aaomuka,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aaonmzn,None,SN II,None,SN Ia,None,None,None,SN IIn,SN Ia,SN Ia
ZTF21aaoofjy,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aaopcrq,SN IIn,None,SN Ic,None,None,None,SN II,None,None,None
ZTF21aaopupn,None,None,None,SN IIn,None,None,None,None,None,None
ZTF21aaoqayg,SN Ia,None,None,None,SN II,SN Ia,None,None,None,None
ZTF21aaoqbbw,None,SN Ia-91T-like,None,SN Ia,None,None,None,SN Ia,None,SN Ia
ZTF21aaoseuq,None,SN IIn,SN Ia,SN Ia,SN Ia,None,None,None,None,None
ZTF21aaossxf,None,None,None,None,None,None,SN IIn,SN IIP,None,SN II
ZTF21aaostqr,SN Ia,None,None,None,None,None,None,SN Ia-91bg-like,None,SN Ia
ZTF21aaotidq,SN Ia,None,None,None,SN Ia,None,None,None,SN Ia,SN Ia
ZTF21aaotlfk,SN Ibn,None,SN Ia,None,None,None,None,None,None,None
ZTF21aaovdlh,None,SN Ia,None,None,SN Ia,None,SN Ia,SN Ia,None,None
ZTF21aapduck,SN Ia,None,None,SN Ia,SN Ia,None,SN Ia,SN Ib,None,SN Ia
ZTF21aapdumx,SN Ia,SN Ia,None,None,None,None,None,SN Ia,SN Ia,SN Ia
ZTF21aapegkr,None,None,SN Ia,SN II,None,None,None,SN Ia,None,SN Ib
ZTF21aapehpx,SN II,SN Ia,None,None,None,None,SN Ia-91T-like,SN Ia,None,None
ZTF21aapejbx,None,None,None,SN Ia,SN Ia,SN IIn,None,None,None,None
ZTF21aapfdis,None,SN I,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21aapfdqw,SN II,None,SN Ib,None,SN Ia,SN Ib-pec,SN IIn,None,None,None
ZTF21aapfdzk,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aapfewo,None,None,SN Ia,None,SN Ia,None,None,SN II,None,None
ZTF21aapffqd,None,None,SN Ia,SN II,None,None,SN II,None,SN Ia,None
ZTF21aapfjxe,None,None,None,None,None,None,None,None,None,None
ZTF21aapflmi,None,None,None,None,SN Ia,None,None,SN Ia,None,SN Ia
ZTF21aapfmut,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aapfncm,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aapforn,SN Ia,None,SN II,None,None,None,None,None,None,None
ZTF21aapfowm,None,None,None,None,SN Ia,None,None,SN Ic,None,None
ZTF21aapfpgk,None,SLSN-I,None,None,None,None,None,None,SN Ia,None
ZTF21aapfpod,None,None,None,SN Ia,SN Ia,SN Ia,None,SN Ia,None,SN Ia
ZTF21aapfpov,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aapguda,None,None,SN Ia,SN Ia,None,None,None,SN Ia,None,None
ZTF21aaphgph,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21aaphjef,None,SN Ia,SN Ia,None,None,None,None,None,SN Ia,None
ZTF21aaphjns,SN Ia,SN II,None,None,SN Ib,SN Ia,None,SN I,None,None
ZTF21aaphkdc,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21aaphlle,None,SN II,SN IIn,None,None,None,None,None,None,SN IIn
ZTF21aaphlty,None,SN Ia,SN Ia,SN Ia,None,None,None,SN Ia,None,None
ZTF21aaphnga,None,None,SN Ia,None,None,None,SN Ia,None,None,SN I
ZTF21aaphpor,None,None,None,SN Ia,None,None,None,None,None,SN Ia
ZTF21aaphskp,None,None,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21aaphspn,None,None,None,None,None,SN IIn,SN Ic,None,None,SN Ia
ZTF21aaphssg,None,None,SN II,None,None,None,SN Ia,None,SN II,None
ZTF21aaphwfp,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia,SN Ia,None,None
ZTF21aaphxat,None,SN Ia,None,None,None,None,None,None,None,SN Ia
ZTF21aaphzlq,None,None,None,SN II,None,None,SN Ia,None,None,SN Ia
ZTF21aaphzsw,None,None,SN,SN Ia,None,None,None,None,None,None
ZTF21aapiwls,SN Ia,None,None,None,SN Ia,SN II,SN Ia,None,None,SN Ia
ZTF21aapixtz,None,None,None,SN Ia,None,None,None,SN Ia,None,SN IIn
ZTF21aapjadg,None,None,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21aapjcqb,None,None,None,None,None,None,None,None,None,SN II
ZTF21aapjjec,None,None,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21aapjjtl,SN Ia-91bg-like,SN Ia,None,None,None,None,SN II,None,None,None
ZTF21aapjksm,SN II,SN Ia,SN Ia,SN Ia,SN Ia,None,None,None,None,None
ZTF21aapjlyx,SN II,SN Ia,None,None,None,SN Ia,None,SN Ia,None,None
ZTF21aapjmda,None,None,None,None,None,SN Ia,SN Ia,SN IIn,None,None
ZTF21aapjmgf,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aapjphz,None,None,None,None,SN II,SN Ia,None,SN Ia,None,None
ZTF21aapjzfm,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aapkaio,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF21aapkaqi,None,None,SN Ia,SN Ia,SN Ia,None,None,None,SN II,None
ZTF21aapkarm,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF21aapkbeu,None,SN Ia,None,None,SN Ia-pec,None,None,SN Ia,SN Ia,None
ZTF21aapkbte,None,SN Ia,None,None,None,None,SN Ia,SN II,None,None
ZTF21aapkcmr,None,None,None,SN IIn,None,None,None,None,None,None
ZTF21aapkcrs,SN Ia,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF21aapkcwh,SN Ia,None,SN Ia,None,None,SN Ia,None,SN Ia,SN Ia,None
ZTF21aapkeql,None,SN II,SN Ia,SN Ia,None,None,None,None,None,None
ZTF21aapkfjx,None,None,SN Ia,SN Ia,SN Ia,None,SN Ia-91T-like,SN Ia-CSM,None,None
ZTF21aapkhsc,None,None,None,SN Ia,None,SN Ic,None,None,SN IIn,SN Ia
ZTF21aapkiaw,None,None,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21aapkisz,SN Ia,SN Ia,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21aapkjod,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aapkjri,SN Ia,None,None,SN Ibn,SN Ia-91bg-like,None,SN Ia,None,None,None
ZTF21aapkkgx,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aapkuur,None,SN IIn,None,None,None,None,SN Ia-91T-like,None,SN Ia,None
ZTF21aapkvrd,None,None,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21aapkysb,None,SN Ia,None,None,None,SN Ia,None,SN Ia,SN Ia,None
ZTF21aapkzqg,SN Ia,None,None,SN Ibn,SN Ia,None,None,None,None,None
ZTF21aapkzug,None,SN II,SN Ia,None,SN Ia,None,SN Ia-91T-like,SN Ia,None,None
ZTF21aaplcvk,SN Ia,None,None,None,None,SN II,TDE,None,None,None
ZTF21aaplfah,None,None,None,SN Ia,None,SN Ia,None,None,None,SN Ia
ZTF21aapllew,None,None,None,None,SN Ia,None,SN Ia,None,SN Ia,SLSN-II
ZTF21aaplnef,SN Ia,SN Ia,None,None,None,None,SN IIn,None,None,None
ZTF21aaplnuo,None,None,None,None,None,None,None,None,None,None
ZTF21aaplooa,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aaplooj,None,None,None,None,None,SN II,None,None,None,None
ZTF21aapnupd,SN Ia,None,None,SN Ia,None,None,SN Ia,None,None,SN Ia
ZTF21aapoeow,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None,None
ZTF21aapoiht,None,None,None,None,None,SN IIb,None,None,None,None
ZTF21aapomdb,None,SLSN-II,SN II,SN Ia,None,None,None,SN Ia,SN Ia,None
ZTF21aapomjl,SN Ia,None,SN Ia,None,None,None,None,None,None,None
ZTF21aaporje,SN IIn,None,None,None,None,None,None,None,None,None
ZTF21aappdev,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21aappehx,SN Ia,None,None,None,None,SN II,TDE,None,SN Ia,SN Ia
ZTF21aappkns,None,None,None,None,SN Ia,SN Ia,None,SN Ic,None,None
ZTF21aappkrg,None,None,None,SN IIn,None,None,SN Ia,None,None,None
ZTF21aappktx,None,None,SN Ia,SLSN-II,None,None,None,None,SN Ia,None
ZTF21aappqmz,SN Ia,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21aapqxki,None,SN IIn,None,None,None,None,None,SN Ia,None,None
ZTF21aapqzly,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aapqzxr,SN Ia,None,SN Ia,None,None,None,SN II,None,None,None
ZTF21aaprcuv,SN Ia,None,SN Ia,None,SN Ia,None,None,SN II,SN Ia,None
ZTF21aaprddk,SN Ia,None,SN II,SN Ia,None,SN Ia,None,None,SN Ia,None
ZTF21aaprevg,None,None,None,SN II,SN Ia,None,None,None,None,None
ZTF21aaprfkc,None,SN II,None,None,SN Ia,None,None,None,None,SN Ia
ZTF21aaprgdh,None,None,SN Ia,SN Ia,None,None,None,None,SN II,None
ZTF21aapriwm,None,None,SN Ia,None,None,None,None,SN II,None,SN Ia
ZTF21aaprjoh,None,None,None,None,SN Ia,None,SN II,None,SN Ia,None
ZTF21aaptdvp,SN Ia,None,SN Ia,SN Ia,SN Ia,None,None,None,SN Ia,None
ZTF21aaptnwj,None,None,None,None,None,None,None,SN Ic,SN Ia,None
ZTF21aaptoph,None,None,None,None,None,None,SN II,SN Ia,SN Ia,None
ZTF21aaptouk,None,None,SN II,None,None,None,SN Ia,None,SN Ia,SN Ia
ZTF21aaptpzp,None,None,None,SN Ia,None,None,IDXERROR,None,None,SN Ia
ZTF21aapvbej,SN Ia,None,None,None,None,None,None,None,None,SN Ia
ZTF21aapvfhk,None,None,SN II,None,None,None,None,None,None,None
ZTF21aapvqhx,TDE,None,None,None,SN Ia,None,None,SN Ia,None,None
ZTF21aapvsxv,None,None,None,None,None,None,None,SN Ia,None,SN IIn
ZTF21aapvuzq,SN Ia-91T-like,SN Ia,SN Ia,None,None,SN Iax[02cx-like],None,SN Ia,SN Ia,None
ZTF21aapvvtb,None,None,None,SN Ia,SN IIb,None,None,SN II,SN Ia,None
ZTF21aapvwyc,SN II,None,None,SN Ia,SN Ia,None,None,SN Ia,None,None
ZTF21aapvxnf,None,None,None,None,None,None,None,None,None,None
ZTF21aapwakp,None,None,None,SN II,None,SN Ia,None,None,None,SN Ia
ZTF21aapxogj,None,None,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21aapxoxm,None,None,None,None,None,None,SN Ia,None,SN Ia,None
ZTF21aapxpsp,None,None,SN Ia,None,None,None,None,None,SN Ia,None
ZTF21aapzbhc,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aapzgos,None,None,SN Ia,SN II,SN Ia,None,SN Ia,None,None,None
ZTF21aapzlnq,None,None,None,SN IIb,SN Ia,None,None,None,IDXERROR,SN Ia
ZTF21aapzzgf,None,SN Ia,None,None,None,None,SN Ia,SN II,SN Ia,None
ZTF21aaqadxc,None,None,None,None,None,None,None,None,None,None
ZTF21aaqarsw,None,None,None,None,None,None,None,SN Ia,SN II,None
ZTF21aaqbakr,SN Ia,None,Other,None,SN Ia,None,None,None,None,None
ZTF21aaqchgu,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aaqdwzs,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aaqdxzv,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aaqebzh,None,None,None,SN Ia-91T-like,None,SN Ia,None,SN Ia,None,None
ZTF21aaqehfs,None,SN Ic,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aaqeloe,SN Ia,SN Ia,None,None,None,None,None,None,None,SN II
ZTF21aaqgcof,None,None,SN Ia,SN Ia-91T-like,None,SN Ia-91T-like,None,None,None,None
ZTF21aaqgluf,SN Ib,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21aaqgrrf,SN Ia,None,SN II,SN IIn,None,SN Ia,SN II,None,SN Ia,None
ZTF21aaqgsft,None,None,SN II,None,SN Ia-91T-like,SN Ia,None,None,None,None
ZTF21aaqhhfu,SN Ia,None,None,None,SN II,None,None,SN Ia,None,None
ZTF21aaqhwgh,None,SN Ia,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21aaqhxvc,None,None,None,None,None,SN II,SN Ia,None,None,SN Ia
ZTF21aaqizwm,None,None,None,None,None,None,SN Ia,None,None,SN II
ZTF21aaqjhff,None,None,None,None,None,SN Ia,SN Ia,None,SN Ia,None
ZTF21aaqjimb,None,SN Ia,SN Ia,None,None,None,None,None,None,SN Ia
ZTF21aaqjmnn,SN Ic,None,SN Ic,SN II,None,SN Ia,None,None,None,None
ZTF21aaqkkfh,None,None,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21aaqkqwq,None,None,None,None,None,None,None,None,None,None
ZTF21aaqldsk,None,None,SN Ia,SN IIn,None,None,None,SN II,None,SN II
ZTF21aaqlwqb,None,None,None,None,None,None,None,None,None,SN Ib
ZTF21aaqmgnp,SN Ia,None,None,None,None,None,None,None,None,SN Ia
ZTF21aaqmhdy,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None
ZTF21aaqojqu,SN Ia,SN Ia,None,None,None,SN Ia,SN Ia,None,None,SN Ia
ZTF21aaqorav,None,SN Ia,None,None,None,None,None,SN Ia-91T-like,SN Ia,SN Ia
ZTF21aaqpmyj,SN Ia,None,None,SN II,None,None,None,None,None,SN Ia
ZTF21aaqprjz,None,None,None,None,None,None,None,SN IIb,None,None
ZTF21aaqpyfm,None,None,None,None,SN Ia,None,None,None,None,SN Ia
ZTF21aaqpykm,SN Ia,None,SN Ia,SN Ia,None,None,SN II,SN II,None,SN Ia
ZTF21aaqqjoe,SN Ia,None,None,None,SN Ia,SN Ia,None,None,SN Ia,None
ZTF21aaqqjyd,SN II,None,None,SN Ia,None,None,None,None,SN Ia,None
ZTF21aaqqlfw,SN Ia,None,SN II,None,None,SN Ia,SN Ia,SN Ib,None,None
ZTF21aaqqwln,SN Ia,None,None,SN Ia,SN Ia,SN Ia,None,None,None,SN Ia
ZTF21aaquhqr,None,SN Ia,None,None,SN Ia,SN Ia,None,None,SN II,None
ZTF21aaqujke,None,None,None,None,None,SN Ia,SN Ia,SN Ia-CSM,None,None
ZTF21aaqupdt,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,None,None,SN Ia,None
ZTF21aaqvsvc,SN I,None,None,SN Ia,None,None,None,SN Ia,None,None
ZTF21aaqvtcn,None,None,None,None,SN Iax[02cx-like],None,SN Ia,None,None,SN Ia
ZTF21aaqvuyf,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aaqwfqe,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21aaqxhcq,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aaqyckv,SN II-pec,None,None,None,None,None,None,None,None,SN Ia
ZTF21aaqyemz,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aaqyenr,None,None,SN Ia,None,None,None,None,IDXERROR,SN Ia,AGN
ZTF21aaqyifh,None,None,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21aaqylke,None,None,None,SN II,SN Ia,None,None,None,None,SN Ia
ZTF21aaqymzc,None,SN Ia,None,SN Ia,None,SN Ib,None,None,None,None
ZTF21aaqynjd,None,None,None,SN II,None,SN Ia,None,None,SN Ia,None
ZTF21aaqypsg,None,None,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21aaqyqux,None,None,SN Ia-91T-like,None,None,None,None,None,None,SN Ia
ZTF21aaqyqwk,None,None,None,None,None,None,SN Ib,None,None,SN Ia
ZTF21aaqyqys,None,None,None,None,SN IIn,None,None,None,None,SN Ia
